Country/Territory,Cause,Total_Cases
Bosnia and Herzegovina,Chronic Kidney Disease,15439
Bosnia and Herzegovina,Exposure to Forces of Nature,41
Bosnia and Herzegovina,Alcohol Use Disorders,5464
Bosnia and Herzegovina,Chronic Respiratory Diseases,37217
Bosnia and Herzegovina,HIV/AIDS,91
Bosnia and Herzegovina,Drug Use Disorders,219
Bosnia and Herzegovina,Alzheimer's Disease and Other Dementias,22273
Bosnia and Herzegovina,Environmental Heat and Cold Exposure,297
Bosnia and Herzegovina,Road Injuries,7110
Bosnia and Herzegovina,Interpersonal Violence,3972
Bosnia and Herzegovina,Diarrheal Diseases,351
Bosnia and Herzegovina,Maternal Disorders,178
Bosnia and Herzegovina,Conflict and Terrorism,27414
Bosnia and Herzegovina,Diabetes Mellitus,45187
Bosnia and Herzegovina,Lower Respiratory Infections,12429
Botswana,Road Injuries,15000
Botswana,Chronic Kidney Disease,8749
Botswana,Diarrheal Diseases,24860
Botswana,Nutritional Deficiencies,5394
Botswana,Cirrhosis and Other Chronic Liver Diseases,10592
Botswana,Neonatal Disorders,27934
Botswana,Diabetes Mellitus,20696
Botswana,Poisonings,1091
Botswana,Drowning,2607
Botswana,Malaria,662
Botswana,Digestive Diseases,20318
Botswana,Maternal Disorders,2068
Botswana,Self-harm,10560
Botswana,Tuberculosis,29548
Botswana,Acute Hepatitis,325
Botswana,Exposure to Forces of Nature,35
Botswana,Alcohol Use Disorders,665
Botswana,Protein-Energy Malnutrition,5265
Botswana,Conflict and Terrorism,8
Botswana,Drug Use Disorders,173
Botswana,Alzheimer's Disease and Other Dementias,2887
Botswana,Interpersonal Violence,9718
Botswana,Meningitis,3835
Botswana,Lower Respiratory Infections,39769
Botswana,Neoplasms,42180
Botswana,Chronic Respiratory Diseases,18118
Botswana,Cardiovascular Diseases,81565
Botswana,Environmental Heat and Cold Exposure,576
Botswana,Parkinson's Disease,807
Botswana,"Fire, Heat, and Hot Substances",2748
Botswana,HIV/AIDS,263306
Brazil,Cardiovascular Diseases,9589019
Brazil,Alcohol Use Disorders,225603
Brazil,Cirrhosis and Other Chronic Liver Diseases,927027
Brazil,Chronic Respiratory Diseases,1743233
Brazil,Conflict and Terrorism,598
Brazil,Malaria,39970
Brazil,Diarrheal Diseases,528838
Brazil,Alzheimer's Disease and Other Dementias,924942
Brazil,"Fire, Heat, and Hot Substances",59981
Brazil,Interpersonal Violence,1762967
Brazil,Protein-Energy Malnutrition,312031
Brazil,Lower Respiratory Infections,1997167
Brazil,Exposure to Forces of Nature,6817
Brazil,Digestive Diseases,1776565
Brazil,Diabetes Mellitus,1315755
Brazil,Environmental Heat and Cold Exposure,3037
Brazil,Parkinson's Disease,171324
Brazil,Self-harm,345404
Brazil,Maternal Disorders,72806
Brazil,Chronic Kidney Disease,820933
Brazil,Road Injuries,1352192
Brazil,Neoplasms,5606779
Brazil,Drowning,250078
Brazil,HIV/AIDS,447733
Brazil,Tuberculosis,223259
Brazil,Neonatal Disorders,1667293
Brazil,Nutritional Deficiencies,333626
Brazil,Meningitis,136709
Brazil,Poisonings,7754
Brazil,Drug Use Disorders,15695
Brazil,Acute Hepatitis,8977
Brunei,Nutritional Deficiencies,30
Brunei,Digestive Diseases,1308
Brunei,Alcohol Use Disorders,31
Brunei,Self-harm,487
Brunei,Drowning,507
Brunei,Chronic Respiratory Diseases,2274
Brunei,Chronic Kidney Disease,1354
Brunei,Protein-Energy Malnutrition,12
Brunei,Environmental Heat and Cold Exposure,26
Brunei,Conflict and Terrorism,0
Brunei,Parkinson's Disease,218
Brunei,Maternal Disorders,74
Brunei,HIV/AIDS,99
Brunei,Neonatal Disorders,727
Brunei,Meningitis,57
Brunei,Poisonings,40
Brunei,Cardiovascular Diseases,10987
Brunei,Malaria,0
Brunei,Exposure to Forces of Nature,3
Brunei,"Fire, Heat, and Hot Substances",133
Brunei,Tuberculosis,560
Brunei,Lower Respiratory Infections,1429
Brunei,Drug Use Disorders,83
Brunei,Acute Hepatitis,97
Brunei,Cirrhosis and Other Chronic Liver Diseases,668
Brunei,Diarrheal Diseases,67
Brunei,Interpersonal Violence,168
Brunei,Neoplasms,9522
Brunei,Alzheimer's Disease and Other Dementias,401
Brunei,Diabetes Mellitus,3592
Brunei,Road Injuries,1850
Bulgaria,Environmental Heat and Cold Exposure,4375
Bulgaria,Exposure to Forces of Nature,83
Bulgaria,Chronic Respiratory Diseases,99884
Bulgaria,Neonatal Disorders,9562
Bulgaria,Diabetes Mellitus,74257
Bulgaria,Conflict and Terrorism,50
Bulgaria,Diarrheal Diseases,932
Bulgaria,Parkinson's Disease,24665
Bulgaria,Acute Hepatitis,253
Bulgaria,Maternal Disorders,565
Bulgaria,Neoplasms,555720
Bulgaria,Tuberculosis,7060
Bulgaria,Lower Respiratory Infections,80506
Bulgaria,HIV/AIDS,1830
Bulgaria,Meningitis,2152
Bulgaria,Nutritional Deficiencies,315
Bulgaria,Alcohol Use Disorders,5238
Bulgaria,Cirrhosis and Other Chronic Liver Diseases,77343
Bulgaria,Drug Use Disorders,1664
Bulgaria,Poisonings,2897
Bulgaria,"Fire, Heat, and Hot Substances",4586
Bulgaria,Interpersonal Violence,9627
Bulgaria,Alzheimer's Disease and Other Dementias,69091
Bulgaria,Digestive Diseases,125903
Bulgaria,Cardiovascular Diseases,2423467
Bulgaria,Self-harm,47203
Bulgaria,Malaria,0
Bulgaria,Drowning,7408
Bulgaria,Road Injuries,33528
Bulgaria,Chronic Kidney Disease,44226
Bulgaria,Protein-Energy Malnutrition,129
Burkina Faso,Meningitis,175973
Burkina Faso,Drowning,19688
Burkina Faso,Tuberculosis,178470
Burkina Faso,Exposure to Forces of Nature,156
Burkina Faso,Maternal Disorders,46191
Burkina Faso,Acute Hepatitis,8774
Burkina Faso,Conflict and Terrorism,1383
Burkina Faso,Chronic Respiratory Diseases,60148
Burkina Faso,Diabetes Mellitus,58916
Burkina Faso,Protein-Energy Malnutrition,135194
Burkina Faso,Chronic Kidney Disease,55275
Burkina Faso,Road Injuries,102398
Burkina Faso,Self-harm,30023
Burkina Faso,Interpersonal Violence,37008
Burkina Faso,Drug Use Disorders,870
Burkina Faso,Alzheimer's Disease and Other Dementias,25070
Burkina Faso,HIV/AIDS,333448
Burkina Faso,Cardiovascular Diseases,441449
Burkina Faso,Poisonings,13499
Burkina Faso,Malaria,950762
Burkina Faso,Environmental Heat and Cold Exposure,2958
Burkina Faso,Parkinson's Disease,6915
Burkina Faso,Neonatal Disorders,451659
Burkina Faso,Nutritional Deficiencies,140980
Burkina Faso,Neoplasms,187817
Burkina Faso,Alcohol Use Disorders,2993
Burkina Faso,"Fire, Heat, and Hot Substances",15183
Burkina Faso,Lower Respiratory Infections,613248
Burkina Faso,Digestive Diseases,142102
Burkina Faso,Cirrhosis and Other Chronic Liver Diseases,77027
Burkina Faso,Diarrheal Diseases,553691
Burundi,Neoplasms,118648
Burundi,Poisonings,6953
Burundi,Diabetes Mellitus,34307
Burundi,Cirrhosis and Other Chronic Liver Diseases,47720
Burundi,Digestive Diseases,81242
Burundi,Diarrheal Diseases,278912
Burundi,Malaria,320767
Burundi,Drug Use Disorders,291
Burundi,Meningitis,45933
Burundi,"Fire, Heat, and Hot Substances",7316
Burundi,Acute Hepatitis,5160
Burundi,Drowning,9904
Burundi,Interpersonal Violence,2595
Burundi,Exposure to Forces of Nature,235
Burundi,Conflict and Terrorism,163935
Burundi,Chronic Respiratory Diseases,62573
Burundi,Protein-Energy Malnutrition,89396
Burundi,Chronic Kidney Disease,24401
Burundi,Maternal Disorders,39659
Burundi,Alzheimer's Disease and Other Dementias,9765
Burundi,Tuberculosis,259426
Burundi,Self-harm,19662
Burundi,Nutritional Deficiencies,92461
Burundi,Cardiovascular Diseases,262614
Burundi,Lower Respiratory Infections,212757
Burundi,Road Injuries,46865
Burundi,HIV/AIDS,312891
Burundi,Environmental Heat and Cold Exposure,2161
Burundi,Neonatal Disorders,244032
Burundi,Alcohol Use Disorders,1844
Burundi,Parkinson's Disease,2688
Cambodia,Nutritional Deficiencies,50348
Cambodia,Neonatal Disorders,205088
Cambodia,Conflict and Terrorism,4859
Cambodia,Drowning,42415
Cambodia,Tuberculosis,258403
Cambodia,Chronic Respiratory Diseases,108599
Cambodia,Diarrheal Diseases,120610
Cambodia,HIV/AIDS,104487
Cambodia,Neoplasms,278331
Cambodia,Environmental Heat and Cold Exposure,133
Cambodia,Meningitis,16138
Cambodia,Digestive Diseases,293928
Cambodia,Self-harm,20553
Cambodia,Maternal Disorders,32001
Cambodia,Lower Respiratory Infections,507250
Cambodia,Road Injuries,82216
Cambodia,Alcohol Use Disorders,3476
Cambodia,Interpersonal Violence,14445
Cambodia,Malaria,13505
Cambodia,Chronic Kidney Disease,46626
Cambodia,Diabetes Mellitus,68902
Cambodia,Protein-Energy Malnutrition,47177
Cambodia,Exposure to Forces of Nature,1685
Cambodia,Cardiovascular Diseases,610359
Cambodia,Alzheimer's Disease and Other Dementias,29730
Cambodia,Drug Use Disorders,801
Cambodia,Acute Hepatitis,8616
Cambodia,"Fire, Heat, and Hot Substances",7357
Cambodia,Parkinson's Disease,7467
Cambodia,Cirrhosis and Other Chronic Liver Diseases,189074
Cambodia,Poisonings,2619
Cameroon,Nutritional Deficiencies,42368
Cameroon,Chronic Respiratory Diseases,101447
Cameroon,Malaria,614095
Cameroon,Cirrhosis and Other Chronic Liver Diseases,99702
Cameroon,Drowning,16677
Cameroon,HIV/AIDS,743352
Cameroon,Drug Use Disorders,1280
Cameroon,Protein-Energy Malnutrition,40188
Cameroon,Environmental Heat and Cold Exposure,3131
Cameroon,Meningitis,96161
Cameroon,Self-harm,44504
Cameroon,Road Injuries,139475
Cameroon,Acute Hepatitis,16362
Cameroon,Lower Respiratory Infections,482863
Cameroon,Exposure to Forces of Nature,192
Cameroon,Interpersonal Violence,18472
Cameroon,Poisonings,9994
Cameroon,Diabetes Mellitus,97869
Cameroon,Neonatal Disorders,446827
Cameroon,Alcohol Use Disorders,3772
Cameroon,Alzheimer's Disease and Other Dementias,26747
Cameroon,"Fire, Heat, and Hot Substances",13303
Cameroon,Conflict and Terrorism,7133
Cameroon,Neoplasms,263938
Cameroon,Cardiovascular Diseases,546358
Cameroon,Tuberculosis,202990
Cameroon,Maternal Disorders,82600
Cameroon,Chronic Kidney Disease,97328
Cameroon,Parkinson's Disease,9292
Cameroon,Diarrheal Diseases,718882
Cameroon,Digestive Diseases,168672
Canada,Protein-Energy Malnutrition,7291
Canada,Lower Respiratory Infections,214127
Canada,Parkinson's Disease,82441
Canada,Road Injuries,92479
Canada,Maternal Disorders,768
Canada,Cirrhosis and Other Chronic Liver Diseases,123127
Canada,Exposure to Forces of Nature,366
Canada,Environmental Heat and Cold Exposure,3968
Canada,HIV/AIDS,17171
Canada,Acute Hepatitis,402
Canada,Chronic Kidney Disease,145149
Canada,Drug Use Disorders,37251
Canada,Interpersonal Violence,16095
Canada,Diarrheal Diseases,29015
Canada,Neoplasms,2112700
Canada,Tuberculosis,4676
Canada,Self-harm,133442
Canada,Diabetes Mellitus,195320
Canada,Alzheimer's Disease and Other Dementias,317320
Canada,Drowning,9602
Canada,Nutritional Deficiencies,8996
Canada,Chronic Respiratory Diseases,402093
Canada,Malaria,0
Canada,Alcohol Use Disorders,30411
Canada,Meningitis,3088
Canada,Poisonings,4193
Canada,"Fire, Heat, and Hot Substances",9910
Canada,Neonatal Disorders,31372
Canada,Digestive Diseases,288628
Canada,Cardiovascular Diseases,2213352
Canada,Conflict and Terrorism,185
Cape Verde,Nutritional Deficiencies,774
Cape Verde,Drug Use Disorders,19
Cape Verde,Acute Hepatitis,215
Cape Verde,Self-harm,1850
Cape Verde,Chronic Respiratory Diseases,2803
Cape Verde,Chronic Kidney Disease,1911
Cape Verde,Drowning,947
Cape Verde,Conflict and Terrorism,0
Cape Verde,Diarrheal Diseases,3818
Cape Verde,Environmental Heat and Cold Exposure,50
Cape Verde,Tuberculosis,2485
Cape Verde,Meningitis,865
Cape Verde,Interpersonal Violence,2135
Cape Verde,Neoplasms,12638
Cape Verde,"Fire, Heat, and Hot Substances",409
Cape Verde,Neonatal Disorders,5153
Cape Verde,Alzheimer's Disease and Other Dementias,2245
Cape Verde,Road Injuries,1111
Cape Verde,Cardiovascular Diseases,21424
Cape Verde,Parkinson's Disease,418
Cape Verde,Lower Respiratory Infections,7217
Cape Verde,Poisonings,79
Cape Verde,Protein-Energy Malnutrition,699
Cape Verde,Digestive Diseases,4005
Cape Verde,Malaria,14
Cape Verde,Alcohol Use Disorders,84
Cape Verde,Maternal Disorders,388
Cape Verde,HIV/AIDS,2985
Cape Verde,Cirrhosis and Other Chronic Liver Diseases,2489
Cape Verde,Exposure to Forces of Nature,12
Cape Verde,Diabetes Mellitus,2177
Central African Republic,Alcohol Use Disorders,1460
Central African Republic,Cardiovascular Diseases,166728
Central African Republic,Self-harm,15116
Central African Republic,Tuberculosis,226165
Central African Republic,Exposure to Forces of Nature,24
Central African Republic,Interpersonal Violence,11668
Central African Republic,Neoplasms,63736
Central African Republic,Parkinson's Disease,1235
Central African Republic,Alzheimer's Disease and Other Dementias,3533
Central African Republic,Diabetes Mellitus,23653
Central African Republic,Lower Respiratory Infections,178957
Central African Republic,"Fire, Heat, and Hot Substances",4625
Central African Republic,Meningitis,31409
Central African Republic,Environmental Heat and Cold Exposure,1214
Central African Republic,Poisonings,4131
Central African Republic,Chronic Kidney Disease,15374
Central African Republic,Road Injuries,72709
Central African Republic,Diarrheal Diseases,233318
Central African Republic,Acute Hepatitis,4039
Central African Republic,Neonatal Disorders,154874
Central African Republic,Maternal Disorders,25629
Central African Republic,Digestive Diseases,53671
Central African Republic,Conflict and Terrorism,14808
Central African Republic,Drowning,9175
Central African Republic,Protein-Energy Malnutrition,37846
Central African Republic,Chronic Respiratory Diseases,39544
Central African Republic,HIV/AIDS,279310
Central African Republic,Malaria,134706
Central African Republic,Drug Use Disorders,279
Central African Republic,Nutritional Deficiencies,38999
Central African Republic,Cirrhosis and Other Chronic Liver Diseases,27344
Chad,HIV/AIDS,137491
Chad,Drowning,15683
Chad,Diarrheal Diseases,762160
Chad,Chronic Respiratory Diseases,66005
Chad,Neonatal Disorders,381761
Chad,Acute Hepatitis,14871
Chad,Drug Use Disorders,247
Chad,Digestive Diseases,114101
Chad,Alcohol Use Disorders,1857
Chad,Meningitis,116529
Chad,Maternal Disorders,69912
Chad,Malaria,195599
Chad,Nutritional Deficiencies,124953
Chad,Exposure to Forces of Nature,272
Chad,Road Injuries,55181
Chad,Poisonings,8304
Chad,Lower Respiratory Infections,515058
Chad,Diabetes Mellitus,35722
Chad,Protein-Energy Malnutrition,122238
Chad,Alzheimer's Disease and Other Dementias,15577
Chad,Cardiovascular Diseases,307518
Chad,Cirrhosis and Other Chronic Liver Diseases,62157
Chad,Neoplasms,123767
Chad,Chronic Kidney Disease,39464
Chad,Interpersonal Violence,21365
Chad,"Fire, Heat, and Hot Substances",10891
Chad,Self-harm,20414
Chad,Tuberculosis,196181
Chad,Environmental Heat and Cold Exposure,2963
Chad,Conflict and Terrorism,11663
Chad,Parkinson's Disease,4519
Chile,Chronic Respiratory Diseases,131062
Chile,Drug Use Disorders,1104
Chile,Nutritional Deficiencies,13622
Chile,Tuberculosis,18268
Chile,Road Injuries,69879
Chile,Self-harm,62462
Chile,Poisonings,1520
Chile,Cirrhosis and Other Chronic Liver Diseases,126817
Chile,Exposure to Forces of Nature,1362
Chile,Neonatal Disorders,29297
Chile,Lower Respiratory Infections,145744
Chile,Conflict and Terrorism,44
Chile,Acute Hepatitis,230
Chile,Alcohol Use Disorders,13931
Chile,Diarrheal Diseases,9474
Chile,Alzheimer's Disease and Other Dementias,83528
Chile,Neoplasms,683226
Chile,Parkinson's Disease,24452
Chile,Digestive Diseases,200149
Chile,Cardiovascular Diseases,722163
Chile,Environmental Heat and Cold Exposure,1451
Chile,HIV/AIDS,12667
Chile,Meningitis,5139
Chile,Chronic Kidney Disease,91121
Chile,Maternal Disorders,2106
Chile,Protein-Energy Malnutrition,12987
Chile,"Fire, Heat, and Hot Substances",11910
Chile,Diabetes Mellitus,76500
Chile,Drowning,14523
Chile,Interpersonal Violence,25098
Chile,Malaria,0
China,Self-harm,5078550
China,Malaria,13418
China,Neoplasms,61060527
China,Road Injuries,8350399
China,Nutritional Deficiencies,584236
China,Digestive Diseases,8924906
China,Poisonings,770140
China,Alzheimer's Disease and Other Dementias,5381846
China,Lower Respiratory Infections,8525819
China,Diabetes Mellitus,3468554
China,Conflict and Terrorism,3043
China,HIV/AIDS,433709
China,Cardiovascular Diseases,100505973
China,Exposure to Forces of Nature,138961
China,"Fire, Heat, and Hot Substances",383402
China,Alcohol Use Disorders,485796
China,Diarrheal Diseases,886833
China,Interpersonal Violence,776275
China,Drowning,2873619
China,Protein-Energy Malnutrition,507664
China,Chronic Kidney Disease,4195276
China,Tuberculosis,2708461
China,Acute Hepatitis,318564
China,Drug Use Disorders,626914
China,Meningitis,480899
China,Neonatal Disorders,4353666
China,Maternal Disorders,243257
China,Environmental Heat and Cold Exposure,198582
China,Cirrhosis and Other Chronic Liver Diseases,4918899
China,Parkinson's Disease,1533092
China,Chronic Respiratory Diseases,36676826
Colombia,Meningitis,21865
Colombia,Neonatal Disorders,276396
Colombia,Diarrheal Diseases,61359
Colombia,Drowning,40400
Colombia,Diabetes Mellitus,161139
Colombia,HIV/AIDS,62413
Colombia,Drug Use Disorders,2889
Colombia,Conflict and Terrorism,33084
Colombia,Environmental Heat and Cold Exposure,607
Colombia,Parkinson's Disease,33628
Colombia,Cardiovascular Diseases,1626208
Colombia,Lower Respiratory Infections,214455
Colombia,Alzheimer's Disease and Other Dementias,206135
Colombia,Neoplasms,1042371
Colombia,Chronic Kidney Disease,174282
Colombia,Interpersonal Violence,709555
Colombia,Tuberculosis,34691
Colombia,Maternal Disorders,18788
Colombia,Self-harm,71521
Colombia,Cirrhosis and Other Chronic Liver Diseases,92316
Colombia,Malaria,22275
Colombia,Nutritional Deficiencies,49530
Colombia,Exposure to Forces of Nature,5883
Colombia,"Fire, Heat, and Hot Substances",8913
Colombia,Acute Hepatitis,749
Colombia,Chronic Respiratory Diseases,346961
Colombia,Digestive Diseases,252124
Colombia,Poisonings,3442
Colombia,Protein-Energy Malnutrition,47592
Colombia,Alcohol Use Disorders,2896
Colombia,Road Injuries,224805
Comoros,Exposure to Forces of Nature,15
Comoros,Diabetes Mellitus,3494
Comoros,Digestive Diseases,7092
Comoros,Protein-Energy Malnutrition,3395
Comoros,Drug Use Disorders,35
Comoros,Environmental Heat and Cold Exposure,131
Comoros,Self-harm,961
Comoros,Interpersonal Violence,1457
Comoros,Nutritional Deficiencies,3555
Comoros,Cardiovascular Diseases,25908
Comoros,Maternal Disorders,1232
Comoros,Diarrheal Diseases,14204
Comoros,Neoplasms,11620
Comoros,Tuberculosis,10967
Comoros,Malaria,7616
Comoros,Acute Hepatitis,331
Comoros,Alcohol Use Disorders,121
Comoros,Alzheimer's Disease and Other Dementias,1576
Comoros,Chronic Respiratory Diseases,4368
Comoros,Neonatal Disorders,18235
Comoros,Poisonings,352
Comoros,Conflict and Terrorism,57
Comoros,HIV/AIDS,19
Comoros,"Fire, Heat, and Hot Substances",446
Comoros,Chronic Kidney Disease,2587
Comoros,Cirrhosis and Other Chronic Liver Diseases,3741
Comoros,Road Injuries,3669
Comoros,Lower Respiratory Infections,17561
Comoros,Drowning,516
Comoros,Parkinson's Disease,361
Comoros,Meningitis,2652
Congo,Conflict and Terrorism,16445
Congo,Neoplasms,67958
Congo,Chronic Kidney Disease,15135
Congo,Parkinson's Disease,1623
Congo,Interpersonal Violence,5894
Congo,Alzheimer's Disease and Other Dementias,5445
Congo,Poisonings,1921
Congo,Drowning,3621
Congo,Self-harm,10310
Congo,Nutritional Deficiencies,11970
Congo,Alcohol Use Disorders,1175
Congo,Diabetes Mellitus,24062
Congo,Environmental Heat and Cold Exposure,573
Congo,Neonatal Disorders,69747
Congo,HIV/AIDS,191273
Congo,Protein-Energy Malnutrition,11328
